"","US.merge","US.id","US.screen_name","US.verified","US.url","US.created_at","US.name","US.followers_count","US.location","US.description","US.time_zone","US.listed_count","US.lang","US.friends_count","US.statuses_count","US.dw.nom.1","US.icpsr.id","US.nameid","US.title","US.party","US.state","US.gender","US.idealPoint"
"398","repjoebaca",40277246,"RepJoeBaca",TRUE,"http://www.house.gov/baca","Fri May 15 16:38:15 +0000 2009","Congressman Joe Baca",3777,"San Bernardino, California","Proudly representing California's 43rd Congressional District.","Eastern Time (US & Canada)",478,"en",112,618,-0.36,29942,"B001234","House","D","CA","M",-0.813782742156541
"399","repjoebarton",19929362,"RepJoeBarton",TRUE,"http://www.joebarton.house.gov","Mon Feb 02 20:30:20 +0000 2009","Joe Barton",9811,"Texas and Washington, DC","I represent the 6th Congressional District of Texas.","Eastern Time (US & Canada)",843,"en",55,563,0.531,15085,"B000213","House","R","TX","M",0.879642944351813
"400","repjoecourtney",85396297,"RepJoeCourtney",TRUE,"http://courtney.house.gov","Mon Oct 26 19:45:09 +0000 2009","Rep. Joe Courtney",4576,"","U.S. Congressman (CT-2) proudly representing eastern Connecticut.

http://facebook.com/JoeCourtney","Eastern Time (US & Canada)",365,"en",1596,2062,-0.373,20706,"C001069","House","D","CT","M",-0.99605948400509
"401","repjoecrowley",111635980,"repjoecrowley",TRUE,"http://crowley.house.gov","Fri Feb 05 16:39:11 +0000 2010","Rep. Joe Crowley",2622,"","Proudly representing New York's 7th Congressional District. http://www.facebook.com/repjoecrowley","Eastern Time (US & Canada)",215,"en",131,339,-0.43,29925,"C001038","House","D","NY","M",-1.28871688990631
"402","repjoeheck",222286905,"RepJoeHeck",TRUE,"http://heck.house.gov/","Thu Dec 02 23:59:37 +0000 2010","Congressman Joe Heck",3221,"","","Central Time (US & Canada)",283,"en",75,1192,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"403","repjoepitts",198526130,"RepJoePitts",TRUE,"http://www.house.gov/pitts/","Mon Oct 04 15:09:48 +0000 2010","CongressmanJoePitts",1950,"Pennsylvania","Joe Pitts represents the 16th Congressional District of Pennsylvania: http://www.house.gov/pitts/shortbio.shtml ",NA,186,"en",39,359,0.55,29752,"P000373","House","R","PA","M",0.978562453310656
"404","repjoewalsh",236487888,"RepJoeWalsh",TRUE,"http://walsh.house.gov","Mon Jan 10 18:11:53 +0000 2011","Rep. Joe Walsh",7694,"432 Cannon ","Proudly representing Illinois' 8th congressional district! Find me on Facebook: http://www.facebook.com/RepJoeWalsh","Eastern Time (US & Canada)",576,"en",2726,2474,0.719,21126,"W000811","House","R","IL","M",1.01639116764904
"405","repjohnbarrow",22812434,"repjohnbarrow",TRUE,"http://barrow.house.gov","Wed Mar 04 18:34:00 +0000 2009","John Barrow",4105,"Washington, DC","Proudly representing Georgia's 12th District in Congress","Eastern Time (US & Canada)",515,"en",141,305,-0.132,20507,"B001252","House","D","GA","M",-0.322522868614396
"406","repjohncampbell",248718904,"RepJohnCampbell",TRUE,"http://campbell.house.gov","Mon Feb 07 15:46:51 +0000 2011","John Campbell",2413,"Washington, D.C.","U.S. Congressman representing California's 48th Congressional District.",NA,238,"en",212,110,0.757,20539,"C001064","House","R","CA","M",0.910968744964365
"407","repjohnconyers",138770045,"repjohnconyers",TRUE,"http://www.conyers.house.gov","Fri Apr 30 14:49:06 +0000 2010","John Conyers ",5791,"Washington DC","Official Twitter account for John Conyers, Jr., Representing Michigan's 14th Congressional District in the U.S. House of Representatives","Central Time (US & Canada)",455,"en",408,309,-0.717,10713,"C000714","House","D","MI","M",-1.18680250020765
"408","repjohnkline",76350004,"repjohnkline",TRUE,"http://kline.house.gov","Tue Sep 22 14:43:45 +0000 2009","John Kline",3930,"Lakeville, MN","Serving his fifth term in Congress, John Kline is married to wife, Vicky. He served 25 years in the Marine Corps, retiring at the rank of Colonel.","Central Time (US & Canada)",324,"en",198,1273,0.518,20333,"K000363","House","R","MN","M",1.02540760553892
"409","repjohnlarson",50452197,"RepJohnLarson",TRUE,"http://larson.house.gov","Wed Jun 24 21:47:31 +0000 2009","Rep. John Larson",4670,"Hartford, CT","Member of Congress representing the first congressional district of Connecticut.","Central Time (US & Canada)",415,"en",310,766,-0.445,29908,"L000557","House","D","CT","M",-1.15039151235544
"410","repjohnlewis",29450962,"repjohnlewis",TRUE,"http://johnlewis.house.gov","Tue Apr 07 13:49:52 +0000 2009","John Lewis",13949,"Atlanta, GA","Congressman, Georgia's Fifth Congressional District","Eastern Time (US & Canada)",677,"en",156,656,-0.634,15431,"L000287","House","D","GA","M",-1.6077320143109
"411","repjohnolver",398874387,"RepJohnOlver",TRUE,"http://www.house.gov/olver","Wed Oct 26 17:29:33 +0000 2011","John W. Olver",896,"","Proudly representing the First District of Massachusetts","Eastern Time (US & Canada)",64,"en",32,465,-0.613,29123,"O000085","House","D","MA","M",-1.66175790888557
"412","repjohnshadegg",76043920,"RepJohnShadegg",FALSE,"http://johnshadegg.house.gov","Mon Sep 21 14:46:52 +0000 2009","John Shadegg",1624,"Phoenix, AZ","Updates from Congressman John Shadegg (AZ-3)","Eastern Time (US & Canada)",246,"en",14,81,0.757,29501,"S000275","House","R",NA,NA,NA
"413","repjohnyarmuth",384913290,"RepJohnYarmuth",TRUE,"http://yarmuth.house.gov","Tue Oct 04 15:07:38 +0000 2011","Rep. John Yarmuth",2725,"Louisville, KY","Official Twitter Account for Congressman John Yarmuth, representing the 3rd Congressional District of Kentucky.","Central Time (US & Canada)",132,"en",156,446,-0.405,20723,"Y000062","House","D","KY","M",-1.23002194896831
"414","repjonrunyan",309267226,"RepJonRunyan",TRUE,"http://runyan.house.gov/","Wed Jun 01 20:22:57 +0000 2011","Rep. Jon Runyan",2097,"Mount Laurel, NJ","United States Congressman representing the Third District of New Jersey, which includes parts of Burlington, Ocean, and Camden counties.   ","Eastern Time (US & Canada)",129,"en",33,349,0.249,21153,"R000594","House","R","NJ","M",0.513388166787115
"415","repjoseserrano",33563161,"RepJoseSerrano",TRUE,"http://www.serrano.house.gov/","Mon Apr 20 16:06:56 +0000 2009","Jose E. Serrano",4955,"Bronx NY-Wash.DC","Congressman representing the South Bronx, New York.","Eastern Time (US & Canada)",365,"en",293,817,-0.533,29134,"S000248","House","D","NY","M",-1.53587748467994
"416","repjudychu",193732179,"RepJudyChu",TRUE,"http://chu.house.gov","Wed Sep 22 15:18:17 +0000 2010","Judy Chu",3893,"El Monte, CA","Official Twitter account for Judy Chu, Representing California's 32nd District in the U.S. House of Representatives","Atlantic Time (Canada)",310,"en",814,591,-0.576,20955,"C001080","House","D","CA","F",-1.47900788156475
"417","repjustinamash",233842454,"repjustinamash",TRUE,"http://amash.house.gov/","Tue Jan 04 07:09:11 +0000 2011","Justin Amash",11218,"Michigan's Third District","I have the highest ratio of sweet to not-so-sweet tweets of any Member of Congress. I defend #liberty & explain every vote @ http://facebook.com/repjustinamash.","Eastern Time (US & Canada)",446,"en",771,2950,0.837,21143,"A000367","House","R","MI","M",0.820103699549475
"418","repkarenbass",239949176,"RepKarenBass",TRUE,"http://karenbass.house.gov","Tue Jan 18 20:25:36 +0000 2011","Congressmember Bass",15761,"Los Angeles & Washington","Representing California's 33rd District, which includes Los Angeles, Hollywood, and Culver City. http://fb.me/RepKarenBass ","Eastern Time (US & Canada)",543,"en",15615,802,-0.57,21110,"B001270","House","D","CA","F",-1.70500623375251
"419","repkathyhochul",317226055,"RepKathyHochul",TRUE,"http://hochul.house.gov/","Tue Jun 14 16:31:52 +0000 2011","Kathy Hochul",2415,"NY's 26th District","Official account for U.S. Congresswoman Kathy Hochul (NY-26), representing Erie, Niagara, Monroe, Genesee, Livingston, Orleans and Wyoming counties.","Quito",158,"en",264,840,NA,NA,"H001062","House","D","NY","F",-0.624919575321691
"420","repkaygranger",161743731,"RepKayGranger",TRUE,"http://kaygranger.house.gov","Thu Jul 01 17:14:51 +0000 2010","OfficeofKayGranger",4491,"Texas and Washington","Congresswoman Kay Granger represents the 12th District of Texas. She is the Chairwoman of the Appropriations subcommittee on State-Foreign Operations. ","Central Time (US & Canada)",378,"en",768,836,0.407,29762,"G000377","House","R","TX","F",0.717297514171336
"421","repkenmarchant",23976316,"RepKenMarchant",TRUE,"http://marchant.house.gov","Thu Mar 12 16:19:18 +0000 2009","Kenny Marchant",8113,"Irving and Washington, D.C.","Proudly representing the 24th Congressional District of Texas","Central Time (US & Canada)",712,"en",2581,3761,0.593,20532,"M001158","House","R","TX","M",1.01775792240074
"422","repkevinbrady",19926675,"RepKevinBrady",TRUE,"http://kevinbrady.house.gov","Mon Feb 02 19:57:06 +0000 2009","RepKevinBrady",6843,"The Woodlands, Texas","Dad. Husband. Top House Republican on W&M Trade Subcommittee and Joint Economic Committee. Deputy Whip. Loves: Baseball and Texas.  ","Central Time (US & Canada)",688,"en",177,1485,0.525,29760,"B000755","House","R","TX","M",1.31012828995323
"423","repkevinyoder",252819642,"RepKevinYoder",TRUE,"http://yoder.house.gov","Wed Feb 16 00:04:41 +0000 2011","Rep. Kevin Yoder",3203,"KS 3rd District & DC","I represent the 3rd District of Kansas in the United States Congress, where I serve on the House Appropriations Committee.  ","Central Time (US & Canada)",182,"en",427,1809,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"424","repkinzinger",219429281,"RepKinzinger",TRUE,"http://Kinzinger.house.gov/","Wed Nov 24 21:04:11 +0000 2010","Adam Kinzinger",4873,"Manteno, IL","I represent Illinois' 11th Congressional District. It's a privilege to serve in Congress on Energy & Commerce and as a pilot in the Air National Guard","Central Time (US & Canada)",356,"en",876,434,0.303,21128,"K000378","House","R","IL","M",0.550397365572996
"425","repkristinoem",235251868,"RepKristiNoem",TRUE,"http://noem.house.gov","Fri Jan 07 18:44:34 +0000 2011","Rep. Kristi Noem",8749,"Castlewood & Washington","I'm South Dakota's lone Member of the U.S. House of Representatives.  I live in Castlewood, SD with my husband Bryon and three kids Kassidy, Kennedy & Booker.","Atlantic Time (Canada)",474,"en",220,868,0.377,21177,"N000184","House","R","SD","F",0.67925647302436
"426","repkucinich",85322445,"RepKucinich",TRUE,"http://Kucinich.house.gov","Mon Oct 26 14:05:48 +0000 2009","Dennis Kucinich",9003,"Cleveland, Ohio","Member of Congress representing Ohio's 10th District","Eastern Time (US & Canada)",634,"en",40,573,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"427","replankford",225921757,"RepLankford",TRUE,"http://lankford.house.gov","Sun Dec 12 20:33:07 +0000 2010","Rep. James Lankford",5369,"Washington D.C. and OK-05","Congressman for the Fifth District of Oklahoma. ",NA,352,"en",384,1427,0.553,21166,"L000575","House","R","OK","M",1.06075550310424
"428","replarrybucshon",234812598,"RepLarryBucshon",TRUE,"http://bucshon.house.gov","Thu Jan 06 16:45:56 +0000 2011","Larry Bucshon, MD",2861,"Washington, D.C. and IN-08","Congressman representing Hoosiers from the #IN08. Contact my offices in Washington, D.C. at 202-225-4636 or in Evansville at 812-465-6484.","Eastern Time (US & Canada)",283,"en",651,1467,0.409,21132,"B001275","House","R","IN","M",0.756525845658757
"429","replarrykissell",226989944,"RepLarryKissell",TRUE,"http://kissell.house.gov","Wed Dec 15 16:27:19 +0000 2010","Rep. Larry Kissell",1577,"NC-08","Proudly representing the people of North Carolina's Eighth District. Sign up for my weekly newsletter at http://tinyurl.com/nc08news.
",NA,156,"en",101,51,-0.23,20938,"K000369","House","D","NC","M",-0.396121023782496
"430","replindasanchez",312134473,"RepLindaSanchez",TRUE,"http://www.facebook.com/CongresswomanLindaSanchez","Mon Jun 06 16:50:45 +0000 2011","Linda T. Sánchez",2020,"Lakewood,CA and Washington,DC","Proudly Representing California's 39th Congressional District; Ranking Member on House Ethics Committee; Senior Democratic Whip; Diehard Dodgers Fan. ",NA,150,"en",640,542,-0.404,29709,"S001156","House","D","CA","F",-1.75738115523675
"431","replloyddoggett",153944899,"RepLloydDoggett",TRUE,"http://doggett.house.gov","Wed Jun 09 23:53:50 +0000 2010","Lloyd Doggett",5226,"Austin, TX","U.S. Rep. Lloyd Doggett is a Congressman from Austin, TX.",NA,416,"en",264,790,-0.452,29571,"D000399","House","D","TX","M",-1.0543887586543
"432","replobiondo",241207373,"RepLoBiondo",TRUE,"http://www.house.gov/lobiondo","Fri Jan 21 18:28:47 +0000 2011","Frank LoBiondo",2351,"South Jersey","Congressman proudly representing New Jersey's 2nd District",NA,198,"en",112,851,0.182,29539,"L000554","House","R","NJ","M",0.297702283961672
"433","reploubarletta",239871673,"RepLouBarletta",TRUE,"http://barletta.house.gov/","Tue Jan 18 16:37:10 +0000 2011","Rep. Lou Barletta",3151,"","Proudly representing Pennsylvania's 11th Congressional District. ","Eastern Time (US & Canada)",248,"en",1691,799,0.273,21171,"B001269","House","R","PA","M",0.521265860689089
"434","replouiegohmert",22055226,"replouiegohmert",TRUE,"http://gohmert.house.gov","Thu Feb 26 20:14:28 +0000 2009","Louie Gohmert",6078,"","Member of Congress, representing the first district of Texas which encompasses over 12 counties stretching nearly 120 miles down the eastern border of Texas.","Eastern Time (US & Canada)",391,"en",255,1432,0.54,20527,"G000552","House","R","TX","M",0.868184034011501
"435","replrichardson",88272723,"RepLRichardson",TRUE,"http://richardson.house.gov/","Sat Nov 07 21:13:57 +0000 2009","Laura Richardson",4210,"Long Beach California","U.S. Congresswoman Laura Richardson, Representing California's 37th Congressional District","Pacific Time (US & Canada)",344,"en",192,694,-0.376,20752,"R000581","House","D","CA","F",-0.767220506624374
"436","replynnjenkins",19658173,"RepLynnJenkins",TRUE,"http://www.lynnjenkins.house.gov","Wed Jan 28 15:54:00 +0000 2009","Lynn Jenkins",7913,"Topeka","Representing the 2nd District of Kansas","Central Time (US & Canada)",789,"en",4474,2245,0.504,20915,"J000290","House","R","KS","F",0.99096152567552
"437","replynnwoolsey",192957076,"RepLynnWoolsey",TRUE,"http://woolsey.house.gov","Mon Sep 20 16:24:16 +0000 2010","Rep. Lynn Woolsey",3578,"","Proudly representing CA-6 since 1993. Member of the Congressional Progressive Caucus and president of Americans for Democratic Action. ","Quito",348,"en",55,1545,-0.602,29309,"W000738","House","D","CA","F",-1.55382313273733
"438","repmarkcritz",150669746,"RepMarkCritz",TRUE,"http://critz.house.gov","Tue Jun 01 14:28:34 +0000 2010","Rep. Mark Critz",2360,"Johnstown, PA","","Eastern Time (US & Canada)",218,"en",576,327,-0.309,20960,"C001081","House","D","PA","M",-0.377278015580541
"439","repmartharoby",224294785,"RepMarthaRoby",TRUE,"http://roby.house.gov/","Wed Dec 08 16:56:29 +0000 2010","Rep. Martha Roby ",4261,"","Congressional Twitter account for U.S. Representative Martha Roby (R-AL)
","Central Time (US & Canada)",329,"en",441,1458,0.421,21192,"R000591","House","R","AL","F",0.721015862309057
"440","repmaryfallin",20097342,"RepMaryFallin",TRUE,"http://www.fallin.house.gov","Wed Feb 04 21:41:15 +0000 2009","Mary Fallin",8894,"Oklahoma ","I represent the Fifth District of Oklahoma in the U.S. House of Representatives. I am working in Congress for a strong and prosperous America. ","Central Time (US & Canada)",531,"en",2800,366,0.445,20742,"F000453","House","R",NA,NA,NA
"441","repmaryjokilroy",22192142,"RepMaryJoKilroy",TRUE,"http://www.kilroy.house.gov","Fri Feb 27 21:22:55 +0000 2009","Mary Jo Kilroy",2193,"Columbus, OH/Washington, DC","Mary Jo Kilroy was elected to her first term in the United States House of Representatives in 2008 and began serving the residents of Ohio’s 15th Congressional ","Eastern Time (US & Canada)",198,"en",31,158,-0.352,20942,"K000372","House","D",NA,NA,NA
"442","repmccarthyny",150724371,"RepMcCarthyNY",TRUE,"http://carolynmccarthy.house.gov/","Tue Jun 01 17:15:15 +0000 2010","Rep Carolyn McCarthy",3659,"Long Island, NY","U.S. Congresswoman (NY-04)","Quito",345,"en",57,186,-0.322,29744,"M000309","House","D","NY","F",-0.816666294832496
"443","repmcclintock",50152441,"RepMcClintock",TRUE,"http://mcclintock.house.gov/","Wed Jun 24 00:21:07 +0000 2009","Tom McClintock",5208,"Washington, DC","United States Representative, 4th District of California","Eastern Time (US & Canada)",552,"en",0,150,0.733,20903,"M001177","House","R","CA","M",0.893001359916708
"444","repmcgovern",242426145,"RepMcGovern",TRUE,"http://mcgovern.house.gov","Mon Jan 24 19:18:36 +0000 2011","Rep. Jim McGovern",5478,"Massachusetts","Official Twitter account for Congressman Jim McGovern, of Massachusetts' 3rd Congressional District.",NA,314,"en",479,1073,-0.569,29729,"M000312","House","D","MA","M",-1.6267894855764
"445","repmckinley",240427862,"RepMcKinley",TRUE,"http://mckinley.house.gov/","Wed Jan 19 22:29:00 +0000 2011","David B. McKinley",2562,"","Proud to serve the First District of West Virginia in the U.S. House of Representatives. Member of the Energy and Commerce Committee.","Central Time (US & Canada)",223,"en",186,574,0.255,21188,"M001180","House","R","WV","M",0.50284807997771
"446","repmeehan",248850174,"RepMeehan",TRUE,"http://meehan.house.gov","Mon Feb 07 21:19:34 +0000 2011","Patrick Meehan",2392,"","Proud to represent Pennsylvania's 7th district in the U.S. House of Representatives",NA,193,"en",279,465,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
